Position,Date,Team,Inning,Batter,Batter_hand,Bounds,Start_area,Catch_area,Catch_pos,Backhand,Throw_area,Throw_to,Throw_time,Throw_direction,Throw_pos,Catch_success,Throw_success,Situation,Note_1,Note_2
유격수,2023.10.19,두산,1,김재호,우,3,유격수정면,외야,무릎,Yes,외야,1루,1.48,왼쪽,발목,성공,실패,내야안타,먼송구,다이빙캐치
유격수,2023.10.22,SSG,7,하재훈,우,0,3유간흙,외야,머리위,Yes,,,,,,성공,,뜬공,,
유격수,2023.10.22,SSG,9,최지훈,좌,0,유격수정면,2루베이스앞,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.10.22,SSG,1,오태곤,우,2,3유간흙,3유간흙,발목,No,3유간흙,1루,0.8,왼쪽,머리위,성공,실패,땅볼,먼송구,
유격수,2023.10.22,SSG,2,하재훈,우,5,유격수정면,2루베이스앞,발목,No,2루베이스앞,1루,0.5,정면,발목,성공,성공,땅볼,언더스로,
유격수,2023.10.22,SSG,7,김성현,우,2,유격수정면,유격수정면,발목,No,유격수정면,1루,1.24,왼쪽,가슴,성공,실패,땅볼,먼송구,언더스로
유격수,2023.10.23,SSG,1,최주환,좌,0,유격수정면,2루베이스앞,허리,Yes,,,,,,성공,,병살타,,
유격수,2023.10.23,SSG,4,김성현,우,3,3유간흙,3유간흙,발목,No,3유간흙,1루,1.15,정면,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.10.23,SSG,6,에레디아,우,4,유격수정면,유격수정면,발목,No,유격수정면,1루,0.6,정면,허리,성공,성공,땅볼,언더스로,
유격수,2023.10.23,SSG,9,김강민,우,4,3유간흙,3유간흙,발목,No,3유간흙,1루,1.09,정면,허리,성공,성공,땅볼,언더스로,
유격수,2023.10.25,SSG,3,최지훈,좌,2,유격수정면,3유간흙,무릎,No,3유간흙,2루,0.42,정면,얼굴,성공,성공,병살타,언더스로,
유격수,2023.10.25,SSG,1,하재훈,우,0,3유간흙,외야,머리위,Yes,,,,,,성공,,뜬공,,
유격수,2023.10.25,SSG,4,하재훈,우,0,3유간흙,외야,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.10.25,SSG,2,박성한,좌,7,유격수정면,유격수정면,발목,No,유격수정면,1루,0.74,오른쪽,무릎,성공,성공,땅볼,언더스로,
유격수,2023.10.25,SSG,7,하재훈,우,2,3유간흙,유격수정면,무릎,No,유격수정면,1루,1.39,오른쪽,머리위,성공,성공,땅볼,다이빙캐치,터닝스로
유격수,2023.10.25,SSG,8,에레디아,우,4,3유간흙,유격수정면,발목,No,유격수정면,1루,0.86,정면,허리,성공,성공,땅볼,언더스로,
유격수,2023.10.30,KT,8,김상수,우,0,유격수정면,2루베이스앞,가슴,Yes,2루베이스앞,1루,0.7,오른쪽,허리,성공,성공,병살타,,
유격수,2023.10.30,KT,1,김상수,우,4,3유간흙,3유간흙,발목,No,3유간흙,1루,0.68,정면,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.10.30,KT,1,황재균,우,2,3유간흙,유격수정면,가슴,Yes,유격수정면,1루,0.73,정면,발목,성공,성공,땅볼,언더스로,
유격수,2023.10.30,KT,3,김상수,우,2,유격수정면,2루베이스뒤,얼굴,No,2루베이스뒤,2루,0.43,정면,가슴,성공,성공,땅볼,백토스,안타저지
유격수,2023.10.30,KT,3,배정대,우,4,유격수정면,2루베이스뒤,가슴,No,,,,,,실패,,내야안타,베이스맞고굴절,
유격수,2023.10.31,KT,7,장성우,우,0,3유간흙,2루베이스앞,가슴,Yes,2루베이스앞,1루,0.61,정면,허리,성공,성공,병살타,언더스로,
유격수,2023.10.31,KT,3,박경수,우,0,3유간흙,3유간흙,무릎,Yes,,,,,,성공,,뜬공,,
유격수,2023.10.31,KT,5,문상철,우,0,3유간흙,유격수정면,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.10.31,KT,9,오윤석,우,0,3유간흙,3유간흙,발목,Yes,,,,,,성공,,뜬공,다이빙캐치,
유격수,2023.10.31,KT,1,알포드,우,5,3유간흙,3유간흙,발목,No,3유간흙,1루,1.2,왼쪽,허리,성공,성공,땅볼,언더스로,
유격수,2023.10.31,KT,6,배정대,우,1,3유간흙,3유간흙,머리위,No,3유간흙,1루,0.84,정면,얼굴,성공,성공,땅볼,,
유격수,2023.10.31,KT,6,김상수,우,8,유격수정면,3유간흙,발목,No,3유간흙,1루,0.87,정면,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.11.2,KT,3,,,0,유격수정면,2루베이스앞,얼굴,No,12간흙,1루,1.43,정면,얼굴,성공,성공,런다운아웃,,
유격수,2023.11.2,KT,2,김상수,우,0,유격수정면,유격수정면,머리위,No,,,,,,성공,,뜬공,,
유격수,2023.11.2,KT,5,박경수,우,0,유격수정면,외야,머리위,Yes,,,,,,성공,,뜬공,,
유격수,2023.11.2,KT,4,배정대,우,1,3유간흙,3유간흙,허리,Yes,3유간흙,1루,1.27,정면,얼굴,성공,성공,땅볼,,
유격수,2023.11.2,KT,7,조용호,좌,2,유격수정면,2루베이스앞,허리,Yes,2루베이스앞,1루,0.55,정면,머리위,성공,성공,땅볼,언더스로,
유격수,2023.11.3,KT,1,문상철,우,2,3유간흙,3유간흙,가슴,Yes,3유간흙,1루,1.05,오른쪽,발목,성공,성공,땅볼,언더스로,
유격수,2023.11.3,KT,6,김상수,우,4,3유간흙,유격수정면,발목,No,유격수정면,1루,0.66,오른쪽,얼굴,성공,성공,땅볼,언더스로,
유격수,2023.11.3,KT,3,,,0,유격수정면,2루베이스앞,무릎,Yes,,,,,,성공,,도루저지,,
유격수,2023.11.3,KT,2,오윤석,우,4,유격수정면,3유간흙,발목,Yes,3유간흙,1루,0.85,정면,발목,성공,성공,내야안타,다이빙캐치,
유격수,2023.11.5,KT,6,박병호,우,0,유격수정면,2루베이스앞,가슴,No,2루베이스앞,1루,0.75,정면,얼굴,성공,성공,병살타,언더스로,
유격수,2023.11.5,KT,8,김상수,우,5,유격수정면,3유간흙,발목,No,3유간흙,1루,1.25,왼쪽,가슴,성공,성공,땅볼,언더스로,
